hostname,default_flag,sy_snum,sy_pnum,disc_year,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,ra,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,0,1,1.1,2009,0.1,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,1.510000,0.060000,-0.050000,0.2,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,3432.40000,381.40000,-413.20000,0.3,10.80000,1.20000,-1.30000,0.4,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,0.5,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,1.70,0.40,-0.30,0.6,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,229.2745954,71.8239428,125.3210000,1.9765000,-1.9765000,5.0130000,0.0050000,-0.0050000,1.9390000,0.2700000,-0.2700000,4.5621600,0.0039035,-0.0039035
HD 219666,1.0,1.0,1.0,2018.0,0.0,6.03607,0.00064,-0.00063,0.0,0.06356,0.00265,-0.00265,0.0,4.71,0.17,-0.17,0.0,0.42,0.015,-0.015,0.0,16.6,1.3,-1.3,0.0,0.05223,0.00409,-0.00409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1073.0,20.0,-20.0,0.0,0.0,5527.0,65.0,-65.0,0.0,1.03,0.03,-0.03,0.0,0.92,0.03,-0.03,0.0,0.04,0.04,-0.04,0.0,4.4,0.11,-0.11,0.0,349.5592665,-56.9039857,94.1719,0.2518,-0.2506,9.809,0.003,-0.003,8.158,0.033,-0.033,9.64956,0.000219,-0.000219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD 221416,1.0,1.0,1.0,2019.0,0.0,14.2767,0.0037,-0.0037,0.0,0.1228,0.0025,-0.0026,0.0,9.17,0.34,-0.31,0.0,0.836,0.031,-0.028,0.0,60.5,5.7,-5.7,0.0,0.19,0.018,-0.018,0.0,0.115,0.034,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5080.0,90.0,-90.0,0.0,2.94,0.06,-0.06,0.0,1.21,0.07,-0.07,0.0,-0.08,0.08,-0.08,0.0,3.58,0.01,-0.01,0.0,353.0331863,-21.8012007,95.5483,0.7364,-0.7254,8.15,0.03,-0.03,6.043,0.023,-0.023,7.90776,0.000638,-0.000638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD 23472,2.0,2.0,4.0,4038.0,0.0,47.292,0.366,-0.266,0.0,0.29100000000000004,0.002,-0.002,0.0,4.021,1.666,-1.666,0.0,0.359,0.149,-0.149,0.0,35.1,2.48,-27.77,0.0,0.11043,0.007810000000000001,-0.08738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,0.02,-0.02,0.0,1.5,0.08,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.9180628,-125.5345334,78.0682,0.0802,-0.08,19.46,0.06,-0.06,14.414,0.046,-0.046,18.76952,0.000454,-0.000454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD 2685,1.0,1.0,1.0,2019.0,0.0,4.12688,5e-05,-4e-05,0.0,0.0568,0.0006,-0.0006,0.0,16.141,0.56,-0.56,0.0,1.44,0.05,-0.05,0.0,371.8611,38.1396,-38.1396,0.0,1.17,0.12,-0.12,0.0,0.091,0.039,-0.047,0.0,0.0,0.0,0.0,0.0,2061.0,28.0,-28.0,0.0,0.0,6801.0,76.0,-76.0,0.0,1.56,0.05,-0.05,0.0,1.43,0.05,-0.04,0.0,0.02,0.06,-0.06,0.0,4.21,0.03,-0.03,0.0,7.3289156,-76.304032,196.852,0.777,-0.771,9.595,0.003,-0.003,8.595,0.019,-0.019,9.52025,0.000318,-0.000318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD 332231,1.0,1.0,1.0,2020.0,0.0,18.71204,0.00043,-0.00043,0.0,0.1436,0.0032,-0.0033,0.0,9.718,0.303,-0.28,0.0,0.867,0.027,-0.025,0.0,77.55052,6.67443,-6.67443,0.0,0.244,0.021,-0.021,0.0,0.032,0.03,-0.022,0.0,98.09,8.08,-7.2,0.0,876.0,17.0,-17.0,0.0,0.0,6089.0,97.0,-96.0,0.0,1.28,0.04,-0.04,0.0,1.13,0.08,-0.08,0.0,0.036,0.059,-0.058,0.0,4.28,0.03,-0.03,0.0,306.741134,33.7443882,80.6665,0.1917,-0.1908,8.558,0.002,-0.002,7.242,0.02,-0.02,8.41839,0.000213,-0.000213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD 39091,1.0,1.0,3.0,2018.0,0.0,6.2679,0.00046,-0.00046,0.0,0.06839,0.0005,-0.0005,0.0,2.042,0.05,-0.05,0.0,0.182,0.004,-0.004,0.0,4.82,0.84,-0.86,0.0,0.01517,0.00264,-0.00271,0.0,0.0,0.0,0.0,0.0,309.0,29.0,-66.0,0.0,1170.0,3.0,-4.0,0.0,0.0,6037.0,45.0,-45.0,0.0,1.1,0.02,-0.02,0.0,1.09,0.04,-0.04,0.0,0.08,0.03,-0.03,0.0,4.42,0.03,-0.03,0.0,84.2992798,-80.4646041,18.2702,0.0226,-0.0226,5.65,0.03,-0.03,4.241,0.027,-0.027,5.5128,0.0019464,-0.0019464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD 5278,1.0,1.0,2.0,2021.0,0.0,14.339156,4.9e-05,-4.7e-05,0.0,0.1202,0.0013,-0.0013,0.0,2.45,0.05,-0.05,0.0,0.219,0.004,-0.004,0.0,7.8,1.5,-1.4,0.0,0.02454,0.00472,-0.0044,0.0,0.08,0.09,-0.05,0.0,132.0,5.0,-5.0,0.0,943.0,13.0,-13.0,0.0,0.0,6203.0,64.0,-64.0,0.0,1.19,0.02,-0.02,0.0,1.13,0.04,-0.04,0.0,-0.12,0.04,-0.04,0.0,4.5,0.11,-0.11,0.0,12.5467785,-83.7437671,57.5846,0.0947,-0.0943,7.94,0.03,-0.03,6.605,0.027,-0.027,7.80375,0.00027,-0.00027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD 63433,2.0,2.0,4.0,4040.0,0.0,27.65323,0.0015999999999999999,-0.00164,0.0,0.2177,0.0093,-0.014499999999999999,0.0,4.82,0.22,-0.22,0.0,0.43,0.019999999999999997,-0.019999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11280.0,148.0,-148.0,0.0,1.82,0.06,-0.06,0.0,1.98,0.06,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.9587398,54.7262684,44.807,0.045,-0.045,13.8407,0.046,-0.046,10.516,0.032,-0.032,13.43662,0.001058,-0.001058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD 63935,1.0,1.0,2.0,2021.0,0.0,9.058811,1.7e-05,-1.6e-05,0.0,0.0,0.0,0.0,0.0,2.99,0.14,-0.14,0.0,0.267,0.012,-0.012,0.0,10.8,1.8,-1.8,0.0,0.03398,0.00566,-0.00566,0.0,0.0,0.0,0.0,0.0,115.6,4.6,-4.6,0.0,911.0,27.0,-27.0,0.0,0.0,5534.0,100.0,-100.0,0.0,0.96,0.04,-0.04,0.0,0.93,0.05,-0.05,0.0,0.07,0.06,-0.06,0.0,4.38,0.1,-0.1,0.0,117.9246417,9.3852412,48.9739,0.1057,-0.1053,8.58,0.03,-0.03,6.881,0.021,-0.021,8.39353,0.000288,-0.000288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD 73583,2.0,2.0,4.0,4044.0,0.0,25.277782000000002,0.0008667,-0.0007462,0.0,0.18460000000000001,0.008199999999999999,-0.008,0.0,5.18,0.2,-0.19,0.0,0.46199999999999997,0.018,-0.017,0.0,19.9,5.2,-4.8,0.0,0.06261,0.01636,-0.015099999999999999,0.0,0.16999999999999998,0.2,-0.12,0.0,53.5,6.5,-5.800000000000001,0.0,1212.0,36.0,-35.0,0.0,0.0,9022.0,220.0,-220.0,0.0,1.3,0.04,-0.04,0.0,1.46,0.04,-0.04,0.0,0.0,0.18,-0.18,0.0,9.24,0.24,-0.24,0.0,259.3766052,-26.5130534,63.1332,0.0642,-0.064,19.34,0.06,-0.06,13.896,0.048,-0.048,18.54066,0.00096,-0.00096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HD 86226,1.0,1.0,2.0,2020.0,0.0,3.98442,0.00018,-0.00018,0.0,0.049,0.001,-0.001,0.0,2.16,0.08,-0.08,0.0,0.193,0.007,-0.007,0.0,7.25,1.19,-1.12,0.0,0.02281,0.00374,-0.00352,0.0,0.075,0.065,-0.048,0.0,0.0,0.0,0.0,0.0,1311.0,28.0,-28.0,0.0,0.0,5863.0,88.0,-88.0,0.0,1.05,0.03,-0.03,0.0,1.02,0.06,-0.07,0.0,0.018,0.057,-0.043,0.0,4.4,0.03,-0.03,0.0,149.1235154,-24.0991859,45.683,0.1053,-0.1048,7.93,0.03,-0.03,6.463,0.023,-0.023,7.7713,0.000462,-0.000462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIP 65 A,1.0,2.0,1.0,2020.0,0.0,0.9809734,3.1e-06,-3.1e-06,0.0,0.01782,0.0002,-0.00021,0.0,22.754,6.837,-5.492,0.0,2.03,0.61,-0.49,0.0,1021.18779,24.79074,-24.79074,0.0,3.213,0.078,-0.078,0.0,0.0,0.0,0.0,0.0,661.0,28.0,-29.0,0.0,1411.0,15.0,-15.0,0.0,0.0,4590.0,49.0,-49.0,0.0,0.72,0.01,-0.01,0.0,0.78,0.03,-0.03,0.0,0.18,0.08,-0.08,0.0,4.61,0.01,-0.01,0.0,0.1856063,-54.8308228,61.7856,0.0806,-0.0804,11.0,0.03,-0.03,8.29,0.025,-0.025,10.5895,0.000446,-0.000446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIP 67522,1.0,1.0,1.0,2020.0,0.0,6.959503,1.6e-05,-1.5e-05,0.0,0.0,0.0,0.0,0.0,10.07,0.47,-0.47,0.0,0.898,0.042,-0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0.193,-0.046,0.0,0.0,0.0,0.0,0.0,1174.0,21.0,-20.0,0.0,0.0,5675.0,75.0,-75.0,0.0,1.38,0.06,-0.06,0.0,1.22,0.05,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.526001,-40.8358961,127.28,1.105,-1.087,9.79,0.03,-0.03,8.164,0.026,-0.026,9.63261,0.002283,-0.002283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIP 94235,1.0,2.0,1.0,2022.0,0.0,7.713057,2.1e-05,-2.1e-05,0.0,0.0787,0.00056,-0.00017,0.0,3.0,0.32,-0.28,0.0,0.268,0.029,-0.025,0.0,379.0,0.0,0.0,1.0,1.19247,0.0,0.0,1.0,0.32,0.2,-0.2,0.0,0.0,0.0,0.0,0.0,1060.0,50.0,-50.0,0.0,0.0,5991.0,50.0,-50.0,0.0,1.08,0.11,-0.1,0.0,1.09,0.02,-0.01,0.0,0.0,0.0,0.0,0.0,4.46,0.05,-0.05,0.0,287.7411441,-60.2726358,58.5146,0.1263,-0.1258,8.31,0.03,-0.03,6.881,0.027,-0.027,8.16034,0.000476,-0.000476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIP 97166,1.0,1.0,2.0,2021.0,0.0,10.28891,4e-05,-4e-05,0.0,0.089,0.001,-0.001,0.0,2.74,0.13,-0.13,0.0,0.244,0.012,-0.012,0.0,20.0,1.5,-1.5,0.0,0.06293,0.00472,-0.00472,0.0,0.16,0.03,-0.03,0.0,0.0,0.0,0.0,0.0,757.0,25.0,-25.0,0.0,0.0,5198.0,100.0,-100.0,0.0,0.84,0.04,-0.04,0.0,0.9,0.05,-0.05,0.0,0.27,0.09,-0.09,0.0,4.41,0.1,-0.1,0.0,296.2446203,74.0628577,65.9501,0.1014,-0.1012,9.92,0.03,-0.03,7.923,0.02,-0.02,9.68443,0.000389,-0.000389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HR 858,3.0,6.0,9.0,6057.0,0.0,20.78892,0.00185,-0.00168,0.0,0.21810000000000002,0.0046,-0.0052,0.0,6.188000000000001,0.223,-0.21600000000000003,0.0,0.552,0.02,-0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,3.0,1718.7,104.5,-93.8,0.0,3973.0,55.0,-48.0,0.0,0.0,18603.0,150.0,-150.0,0.0,3.93,0.06,-0.06,0.0,3.4499999999999997,0.21000000000000002,-0.24,0.0,-0.42000000000000004,0.24,-0.24,0.0,12.78,0.09,-0.12,0.0,128.9549337,-92.4421827,95.892,0.21660000000000001,-0.21599999999999997,19.14,0.09,-0.09,15.447,0.06,-0.06,18.75828,0.0012789,-0.0012789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L 168-9,1.0,1.0,1.0,2020.0,0.0,1.4015,0.00018,-0.00018,0.0,0.02091,0.00024,-0.00024,0.0,1.39,0.09,-0.09,0.0,0.124,0.008,-0.008,0.0,4.6,0.56,-0.56,0.0,0.01447,0.00176,-0.00176,0.0,0.21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,965.0,20.0,-20.0,0.0,0.0,3800.0,70.0,-70.0,0.0,0.6,0.02,-0.02,0.0,0.62,0.03,-0.03,0.0,0.04,0.17,-0.17,0.0,4.04,0.49,-0.49,0.0,350.0285917,-60.0657292,25.1496,0.0239,-0.0239,11.005,0.018,-0.018,7.082,0.031,-0.031,10.2316,0.000839,-0.000839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L 98-59,3.0,3.0,12.0,6057.0,0.0,13.3945158,1.09e-05,-8.7e-06,0.0,0.10091,0.0037,-0.00394,0.0,3.7560000000000002,0.275,-0.22,0.0,0.336,0.024,-0.02,0.0,4.5600000000000005,0.7000000000000001,-0.68,0.0,0.01434,0.0022,-0.00214,0.0,0.27999999999999997,0.219,-0.149,0.0,42.51,8.620000000000001,-7.029999999999999,0.0,1596.0,80.0,-82.0,0.0,0.0,10245.0,405.0,-405.0,0.0,0.8999999999999999,0.09,-0.06,0.0,0.81,0.09,-0.09,0.0,-1.3800000000000001,0.78,-0.78,0.0,14.580000000000002,0.39,-0.39,0.0,373.5985812,-204.94339739999998,31.858200000000004,0.009600000000000001,-0.009600000000000001,35.055,0.051000000000000004,-0.051000000000000004,21.303,0.05399999999999999,-0.05399999999999999,31.7928,0.0022949999999999997,-0.0022949999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LHS 1478,1.0,1.0,1.0,2021.0,0.0,1.9495378,4e-06,-4.1e-06,0.0,0.01848,0.00061,-0.00063,0.0,1.242,0.051,-0.049,0.0,0.111,0.005,-0.004,0.0,2.33,0.2,-0.2,0.0,0.00733,0.00063,-0.00063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595.0,10.0,-10.0,0.0,0.0,3381.0,54.0,-54.0,0.0,0.25,0.01,-0.01,0.0,0.24,0.01,-0.01,0.0,-0.13,0.19,-0.19,0.0,4.87,0.06,-0.06,0.0,44.3388743,76.5514045,18.2276,0.011,-0.011,13.304,0.04,-0.04,8.767,0.022,-0.022,12.2598,0.000277,-0.000277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
