pl_bmasse,hostname,st_teff,st_metratio,st_spectype,st_mass,st_logg,0
1900.6234,HIP 67851,4890.0,[Fe/H],K0 III,1.63,3.15,1
1906.9,HD 66141,4323.0,[Fe/H],K2 III,1.1,1.78,1
1906.98,HIP 65891,5000.0,[Fe/H],K0 III,2.5,2.9,1
1910.14873,TOI-559,5925.0,[Fe/H],G V,1.03,4.27,2
1938.68,HD 1690,4393.0,[Fe/H],K1 III,1.09,2.12,1
1938.7,bet UMi,4126.0,[Fe/H],K4 III,1.4,1.5,1
1938.763,Qatar-4,5215.0,[Fe/H],K1 V,0.9,4.53,1
2002.2,HIP 67851,4890.0,[Fe/H],K0 III,1.63,3.15,1
2002.31896,COCONUTS-2 A,3406.0,[Fe/H],M3 V,0.37,4.83,1
2040.0,HD 1666,6317.0,[Fe/H],F7 V,1.5,4.06,1
2065.0,HD 191939,5348.0,[Fe/H],G9 V,0.81,4.3,1
2065.895,HD 11755,4312.5,[Fe/H],G5,0.9,1.67,1
2065.895,HD 60292,4348.0,[Fe/H],K0 III,1.7,1.9,1
2080.0,HD 147018,5441.0,[Fe/H],G9 V,0.93,4.42,1
2089.644,HD 233604,4791.0,[Fe/H],K5,1.5,2.55,1
2129.461,eps CrB,4406.0,[Fe/H],K2 III,1.7,1.94,1
2158.0657,HD 98649,5790.0,[Fe/H],G3/G5 V,1.03,4.51,1
2161.15,HD 111232,5494.0,[Fe/H],G5 V,0.78,4.5,1
2161.2,HD 98649,5759.0,[Fe/H],G4 V,1.0,4.38,1
2173.9463,HD 95544,5722.0,[Fe/H],G3 V,1.09,4.07,1
2180.3138,HD 81040,5700.0,[Fe/H],G2/G3,0.96,4.5,1
2256.5,4 UMa,4415.0,[Fe/H],K1 III,1.23,1.8,1
2302.899,HAT-P-20,4595.0,[Fe/H],K3,0.76,4.63,1
2415.4,CoRoT-14,6035.0,[Fe/H],F9 V,1.13,4.35,1
2434.157,HD 168443,5491.0,[Fe/H],G5,0.99,4.07,1
2434.5656,HD 137496,5799.0,[Fe/H],G,1.04,4.05,1
2479.0,HD 14067,4815.0,[Fe/H],G9 III,2.4,2.61,1
2542.64,WASP-167,7000.0,[Fe/H],F1 V,1.59,4.13,1
2606.1,HIP 105854,4780.0,[Fe/H],K2 III,2.1,2.94,1
2634.79749,HD 115954,5957.0,[Fe/H],G0 V,1.18,4.15,1
2637.9,HD 104985,4877.0,[Fe/H],G9 III,2.3,2.85,1
2660.2371,HD 181234,5386.0,[Fe/H],G5,1.01,4.25,1
2688.8418,WASP-150,6218.0,[Fe/H],F8,1.39,4.15,1
2892.1,HD 33564,6250.0,[Fe/H],F6 V,1.25,4.0,1
2917.56,HIP 63242,4830.0,[Fe/H],G8,1.54,2.53,1
2987.602,HD 24064,4052.5,[Fe/H],K0,1.0,1.44,1
3080.0,HD 141937,5925.0,[Fe/H],G2/G3 V,1.1,4.62,1
3086.0,HD 156279,5453.0,[Fe/H],G6,0.93,4.46,1
3146.4,HD 208527,4035.0,[Fe/H],M1 III,1.6,1.4,1
3146.4,Kepler-75,5330.0,[Fe/H],G8 V,0.88,4.5,1
3184.6566,HD 39091,6037.0,[Fe/H],G0 V,1.09,4.42,1
3209.9,Kepler-75,5200.0,[Fe/H],K0 V,0.91,4.5,1
3302.11,CoRoT-27,5900.0,[M/H],G2,1.05,4.4,1
3302.11,HD 219077,5362.0,[Fe/H],G8 V,1.05,4.0,1
3337.07,11 UMi,4340.0,[Fe/H],K4 III,1.8,1.6,1
3524.59,HD 110014,4445.0,[Fe/H],K2 III,2.17,2.1,1
3527.8,HD 220074,3935.0,[Fe/H],M2 III,1.2,1.1,1
3527.913,HIP 67537,4985.0,[Fe/H],K1 III,2.41,2.85,1
3750.394,KIC 7917485,7067.0,[Fe/H],A,1.63,4.0,1
3756.73177,iot Dra,4504.0,[Fe/H],K2 III,1.54,2.48,1
3963.17,BD+20 2457,4137.0,[Fe/H],K2 II,2.8,1.51,1
4068.1,kap And,10700.0,[Fe/H],B9 IV,2.45,3.87,1
4099.98645,HD 39091,6037.0,[Fe/H],G0 V,1.09,4.42,1
4211.22639,XO-3,6429.0,[Fe/H],F5V,1.41,3.95,1
4327.36,kap And,10900.0,[M/H],B9 IV,2.6,3.78,1
4338.2,HD 22781,5027.0,[Fe/H],K1,0.75,4.6,1
4449.62,HD 158996,4069.0,[Fe/H],K5 III,1.8,1.4,1
4580.0,HD 162020,4830.0,[Fe/H],K3 V,0.75,4.76,1
4799.233,HD 219828,5891.0,[Fe/H],G0 IV,1.23,4.08,1
4830.8,HAT-P-13,5653.0,[Fe/H],G4,1.22,4.13,1
4958.12315,iot Dra,4504.0,[Fe/H],K2 III,1.54,2.48,1
5364.9704,HD 92987,5770.0,[Fe/H],G2/G3 V,1.08,4.0,1
5403.11,KELT-20,8980.0,[Fe/H],A2,1.89,4.31,1
5464.221,HD 168443,5491.0,[Fe/H],G5,0.99,4.07,1
5720.7,Kepler-39,6260.0,[Fe/H],F7 IV,1.1,4.1,1
5879.82553,TOI-1278,3799.0,[Fe/H],M0 V,0.54,4.68,2
6261.21962,GPX-1,7000.0,[Fe/H],F2,1.68,4.27,1
6356.3,HIP 97233,5020.0,[Fe/H],K0,1.93,3.26,1
6388.1,Kepler-39,6350.0,[Fe/H],F7 V,1.29,4.4,1
6547.0,tau Gem,4388.0,[Fe/H],K2 III,2.3,1.96,1
6807.63,BD+20 2457,4137.0,[Fe/H],K2 II,2.8,1.51,1
7057.73298,nu Oph,4886.0,[Fe/H],K0 III,2.7,2.56,1
7278.27052,HD 221420,5847.0,[Fe/H],G2 IV-V,1.35,4.03,1
7838.32346,nu Oph,4886.0,[Fe/H],K0 III,2.7,2.56,1
7961.6016,BD-00 4475,5040.0,[Fe/H],G0,0.81,4.25,1
8613.193,HD 81817,4140.0,[Fe/H],K3 III,4.3,1.3,1
